cpf;nome;Sigla;sexo
2543;JAE KRUN PARK KIM;PODE;
2544;JAIME DA SILVA;PSB;
2545;JAIRO ANZILEIRO;PDT;
2546;JAIRO DOS SANTOS;PODE;
2547;JAMIL AKIO ONO;SOLIDARIEDADE;
2548;JANAINA CRISP GIULIANO CAVALCANTE;AGIR;
2549;JANAINA BASTOS DE OLIVEIRA;PMB;
2550;JANDYRA MASSUE UEHARA ALVES;PT;
2551;JANDILENE PEREIRA DE LIMA GALVÃO;PROS;
2552;JANETE ROCHA PIETÁ;PT;
2553;JAQUELINE LILIAN BARCELOS COUTINHO;MDB;
2554;JASPE LOPES BASTOS;PSOL;
2555;JEAN CARLOS HERZOGENRATH DE BRITO;AVANTE;
2556;JEFERSON MODESTO SILVA;PP;
2557;GILBERTO JEFFERSON DE BARROS;PDT;
2558;JEFFERSON DE JESUS NOGUEIRA;PROS;
2559;JEFFERSON RODRIGO GOMES DA SILVA;PDT;
2560;JÉSUA DE LIMA FERREIRA DA SILVA;AGIR;
2561;VALDENOR DE JESUS GONÇALVES FONSECA;AVANTE;
2562;MARCOS JESUS DOS SANTOS;PC do B;
2563;JOSUÉ GONÇALVES;PDT;
2564;JOAB LIRA DA SILVA;AGIR;
2565;JOANA CATHARINA ALVES DE SOUZA;PSC;
2566;JOÃO AGUIAR RIBEIRO;PSB;
2567;JOÃO ALFREDO DE OLIVEIRA;PT;
2568;JOÃO ALVES VIEIRA;MDB;
2569;JOÃO CARLOS CARAMEZ;PSB;
2570;JOÃO CÉSAR DE MORAES;PL;
2571;JOÃO GABRIEL COELHO;UP;
2572;JOÃO DA CONCEIÇÃO SILVA PAP;PMB;
2573;JOÃO DA CONCEIÇÃO SILVA PAP;PMB;
2574;JOÃO JORGE FADEL FILHO;PP;
2575;JOÃO VESTIM GRANDE;NOVO;
2576;JOÃO GUILHERME BENETTI RAMOS;PT;
2577;JOÃO VICTOR MATTA DIAS FERREIRA;PDT;
2578;JOAO BATISTA DE OLIVEIRA;AGIR;
2579;JOAO BATISTA ROCHA;UNIÃO;
2580;JOEL DE OLIVEIRA;PRTB;
2581;JOEL MOREIRA PASSOS JUNIOR;PV;
2582;JOAQUIM MARCELINO JOFFRE NETO;PDT;
2583;JOHN GOKI KAGE;PSC;
2584;HANGELBRT PIRES SOARES;AVANTE;
2585;JONES DONIZETTE SOBRINHO;SOLIDARIEDADE;
2586;JORGE DE JESUS OLIVEIRA;PATRIOTA;
2587;JORGE DURAN GONÇALEZ;AVANTE;
2588;JORGE LUIS DE SOUZA RODRIGUES;REPUBLICANOS;
2589;JORGE SAMPAIO DA SILVA;AVANTE;
2590;JORGE TADEU MUDALEN;UNIÃO;
2591;JORGE JERONIMO TEIXEIRA DOS SANTOS;SOLIDARIEDADE;
2592;JORGE WILSON GONÇALVES DE MATTOS;REPUBLICANOS;
2593;JORGILENE ALVES SILVA;PMN;
2594;JORGE MOTTA CARNEIRO;AGIR;
2595;JORGE MOTA DE OLIVEIRA JUNIOR;AGIR;
2596;JORGE FERREIRA BENTO;PRTB;
2597;JORGE CLAUDIO ANSELMO;PMB;
2598;JOSE CICERO FERNANDES DA SILVA;AGIR;
2599;ROGÉRIO SILVA DE SOUZA;PATRIOTA;
2600;JOSEMUNDO DARIO QUEIROZ;PT;
2601;JOSÉ ALENCAR GALVÃO;NOVO;
2602;JOSE BISPO DOS SANTOS FILHO;PODE;
2603;JOSE CARLOS STANGARLINI;PSDB;
2604;JOSÉ CARLOS DA SILVA;PMN;
2605;JOSÉ DOMINGOS SANTOS RIBEIRO;PMN;
2606;JOSE DE OLIVEIRA LEME FILHO;AGIR;
2607;JOSE SILVA LIMA;AGIR;
2608;JOSÉ LUIZ DE LIMA;AVANTE;
2609;JOSÉ MACENA DA SILVA FILHO;PRTB;
2610;JOSELITO DE SOUSA LIMA;PODE;
2611;BRIAN VANDERSON FERREIRA LEME;PATRIOTA;
2612;ELIAS PEREIRA FREITAS DA SILVA JUNIOR;PSB;
2613;JURANDI SOARES GUIMARÃES;NOVO;
2614;JULIANA GORGA SALVETTI;REDE;
2615;JUAN RAMON SOTO;UNIÃO;
2616;JUAREZ PEREIRA DA SILVA;UNIÃO;
2617;JOAQUIM ALVES PINHEIRO;PMN;
2618;JUCIANE APARECIDA DA CUNHA;PL;
2619;JUCILENE DE JESUS LIMA;AGIR;
2620;JULIANA SOARES DE PAULA;PSD;
2621;JULIANA FRAGA E SILVA DE SOUZA;PT;
2622;JULIANA MARA DA SILVA SPADA;PODE;
2623;JULIANO MALAQUIAS BOTELHO;PSB;
2624;JULIANO MERKES;AGIR;
2625;JÚLIO CESAR FUZARI;PSC;
2626;JULIO CESAR DA COSTA CAIRES FILHO;PROS;
2627;JULIO CESAR PEREIRA DE SOUZA;PL;
2628;JULIO CEZAR DE ANDRADE;PSOL;
2629;JULIO CESAR FREITAS ROCHA;PMB;
2630;JULIO AURELIANO DA SILVA;PMB;
2631;JULIO CESAR DE OLIVEIRA;PSDB;
2632;JOÃO TEIXEIRA JUNIOR;PATRIOTA;
2633;VALTER FAUSTINO MARTINS JUNIOR;PSC;
2634;AGNALDO ALVES PEREIRA;PMN;
2635;LUIZ GUEDES DE ALENCAR JUNIOR;PSOL;
2636;BENEDITO DE VITTO JUNIOR;UNIÃO;
2637;EDNE JOSE PIFFER JUNIOR;PL;
2638;ANTONIO CARLOS RODRIGUES TEIXEIRA JUNIOR;PSB;
2639;LUIS DONIZETTI VAZ JUNIOR;PSC;
2640;ANDRE RICARDO DE SOUZA;REDE;
2641;JUSSARA APARECIDA FERNANDES;PDT;
2642;JUVENIL DE ALMEIDA SILVERIO;PSD;
2643;KAIQUE CARDOSO VICENTE;NOVO;
2644;KAISON ROBERTO ALVES;PMB;
2645;CARLOS CESAR ARCOLINO;PSDB;
2646;ALVARO COSTA VIEIRA;PODE;
2647;KAREN LIMA VIEIRA;PL;
2648;KARINA CRISTINA DE OLIVEIRA SILVA SOARES;AVANTE;
2649;KARINA PAULA DE SOUZA OLIVEIRA MARTINS;PTB;
2650;MITUO TAKAHASI;PP;
2651;KATIA REGINA ROSA GOMES;PTB;
2652;KATIA REGINA RODRIGUES;PRTB;
2653;KEILA PEREIRA FRANCISCO;PC do B;
2654;KEITCHELE LIMA DA SILVA;PSOL;
2655;LUIZA KELLI KEIKO VIEIRA HATSUGA;UNIÃO;
2656;QUELEN HELOISA DOS SANTOS VANDERLEI;PODE;
2657;KELLY SANTOS MULLER;AVANTE;
2658;KELLY VESCO MOZZONE;AVANTE;
2659;EZEQUIEL DE SOUZA DAMASCENO;PP;
2660;MARCO ANTONIO ALVES JORGE;PDT;
2661;KLEBER ADELIPIO BARROS SANTOS;AGIR;
2662;KLEBER CABRAL;PODE;
2663;KLEBER FERREIRA MARUXO;PP;
2664;VALDIRENE SANTOS DA SILVA;PMB;
2665;ISRAEL SAMPAIO DE LACERDA FILHO;SOLIDARIEDADE;
2666;LAELSON DA PAZ DE OLIVEIRA;AVANTE;
2667;LAERCIO BENKO LOPES;PMB;
2668;LAERTE VANDERLEY CORNELIO;SOLIDARIEDADE;
2669;LARA EUNICE SANTOS BARBOSA;PSB;
2670;LARISSA FORJANES DOS SANTOS;PODE;
2671;LARISSA MACHADO LEONETTI;PCO;
2672;LAURA HIROMI KAMIA;PSD;
2673;LUIZ CARLOS DE FREITAS;AGIR;
2674;LETÍCIA DA SILVA GUEDES;PP;
2675;LEANDRO JERONIMO BASSON;PSC;
2676;LEANDRO VIEIRA DE LIMA;AVANTE;
2677;LEANDRO CALDAS DE CASTRO;PROS;
2678;LEANDRO JOSE DE SOUZA DUQUE;PSTU;
2679;LEANDRO FRANCOIS DE ALMEIDA;CIDADANIA;
2680;LEANDRO JANUARIO DE OLIVEIRA;NOVO;
2681;LEANDRO DE JESUS;PP;
2682;LEANDRO CALDEIRA NAVA;UNIÃO;
2683;LEANDRO ALVES;PSC;
2684;LEANDRO CÂNDIDO SOARES;PT;
2685;LECI BRANDÃO DA SILVA;PC do B;
2686;CARLOS ALEXANDRE VIANNA SOARES;PODE;
2687;ELIETE DE MIRANDA MACHADO;AVANTE;
2688;LEIDE MENGATTI;PSB;
2689;LEILA BEDANI FERREIRA;PSDB;
2690;MARIA HELENA DE CARVALHO;PSOL;
2691;WANDERLENE IEDA BACARO DE BRITO;PL;
2692;ALAELSON ALVES DA SILVA;PTB;
2693;MANOEL JOSÉ DA SILVA;PDT;
2694;LENILSON ALVES DE LIMA;PSC;
2695;LEONARDO LORO MARTINS PINTO;PDT;
2696;OCIMAR DONIZETI LEO OLIVEIRA;MDB;
2697;LEONARDO FRANCISCO SAMPAIO DE SOUZA FILHO;MDB;
2698;LEONARDO DE SIQUEIRA LIMA;NOVO;
2699;ANDERSON LEONARDI POLTRONIERI GONÇALVES;DC;
2700;LEONE LUIZ DE FARIA JUNIOR;NOVO;
2701;LEONICE ALVES DA PAZ;REPUBLICANOS;
2702;LEONORA DA SILVA PÉRICO;PDT;
2703;LETICIA AGUIAR RESENDE ALVES;PP;
2704;LETICIA CRISTINA DA SILVA;UNIÃO;
2705;LEWIS SAWINSKI DE ALMEIDA;PODE;
2706;LUIS HENRIQUE ARAUJO;PODE;
2707;LIGIA MENDES DA SILVA;UP;
2708;ELISANGELA RODRIGUES DE SOUSA;PDT;
2709;LILIANE HELENA BARBOSA CHIARELLI;REPUBLICANOS;
2710;LILIANE MARIA DA SILVA PAES;PTB;
2711;LILIAN DA COSTA FARIAS;PROS;
2712;LILIAN APARECIDA DE PAULA;MDB;
2713;LILIAN CRISTINA DOS SANTOS FARIA;REDE;
2714;MARCELINO SILVA;PTB;
2715;ADELINO CASTELLEIRO FILHO;PMB;
2716;LISETE GOMES DAS NEVES;PSB;
2717;LIVIA MARIA RODRIGUES FIDELIX DA CRUZ;PRTB;
2718;LEDIVAN LOPES SEABRA;PRTB;
2719;LOURIVAL RODRIGUES DA SILVA;DC;
2720;LOURIVAL TORRES;PMN;
2721;LUZIMAR BARBOSA DA SILVA;CIDADANIA;
2722;LUANA SILVA QUEIROZ;PRTB;
2723;LUCAS ANTUNES;PTB;
2724;LUCAS DIEZ BOVE;PL;
2725;LUCAS DE OLIVEIRA CARDOSO;PSB;
2726;LUCAS MARCOLINO CORTEZ DOS SANTOS;PROS;
2727;LUCAS DE ASSIS COSTA;PP;
2728;LUCAS MARIANO DE CAMPOS;PRTB;
2729;LUCAS PAVANATO DE OLIVEIRA;NOVO;
2730;LUCAS ROMERO DA SILVA;NOVO;
2731;LUCAS PAVAN ZANATTA;PL;
2732;LUCCAS SANTOS DA CUNHA;PMN;
2733;LUCIA DE FATIMA SILVA ROSIM;PSC;
2734;LUCIANA APARECIDA DE PAULA CARVALHO;PMB;
2735;LUCIANA CRISTINA MENDES SANTOS;CIDADANIA;
2736;LUCIANA VEIGA DE PAULA;AVANTE;
2737;LUCIANO MARTINS CRUZ;AGIR;
2738;LUCIANO RODRIGUES DE AQUINO;PSD;
2739;ANTONIO LUCIANO DO ROSARIO BARBOSA;PROS;
2740;LUCIANO BATISTA;SOLIDARIEDADE;
2741;EDISON LUCIANO KLIMAN BENEDITO;PTB;
2742;LUCIANO COSTA OLIVAN;AVANTE;
2743;LUCIENE PEREIRA FRANCO;MDB;
2744;LUCIMARA JANDOZZA CAVALCANTE;MDB;
2745;LUCIAUREA CORREIA DOS SANTOS;PP;
2746;LUCIVÂNIA PINHEIRO BARBOSA;PP;
2747;LUIS JACINTO BARRETO;PMB;
2748;LUIS CARLOS MESSIAS;PROS;
2749;LUIS CARLOS FABIANI;PMB;
2750;LUIS FELIPE SILVEIRA AMANCIO TORELLA D'AVILA;MDB;
2751;LUIS GUILHERME PIRES;NOVO;
2752;LUIS FERNANDO ALVES DE LIMA SANTOS;PSB;
2753;LUIS ALEXANDRE PINHEIRO;PMB;
2754;LUIS ANTONIO DE SOUZA;PODE;
2755;LUIS CARLOS DE SOUZA;PDT;
2756;LUIZ CARLOS DO ESPÍRITO SANTO;PATRIOTA;
2757;LUIZ CARLOS DA COSTA VALLE;PL;
2758;LUIZ HENRIQUE CIRILO;PSDB;
2759;LUIZ CLAUDIO MARCOLINO;PT;
2760;LUIZ FERNANDO TEIXEIRA FERREIRA;PT;
2761;JOSÉ LUIZ ALVES NETO;PMN;
2762;LUIZ CARLOS SILVA LEMOS;PSB;
2763;LUIZ JOSÉ TEGAMI;PSB;
2764;LUISA DA SILVA FERNANDES;PV;
2765;LUIZ OTAVIO DA SILVA;UNIÃO;
2766;LUIZ CARLOS DE MORAES;SOLIDARIEDADE;
2767;LUCAS DE OLIVEIRA;SOLIDARIEDADE;
2768;LUZIA MARIA VIDICA CÂNDIDO;AVANTE;
2769;LYGIA APARECIDA FAZIO DE OLIVEIRA;PP;
2770;MARCIO DE ANDRADE LYRA;AVANTE;
2771;MACIEL DOS SANTOS ROCHA;PSDB;
2772;WILLAMS FERNANDES DA SILVA;AVANTE;
2773;MADALENA BARBOSA DE SIQUEIRA;PRTB;
2774;LUCINEIDE CRUZ ALVES;PDT;
2775;MIRELLE CRISTINA DE SOUZA BUENO;PDT;
2776;ROSANE REZENDE LEANDRO;PATRIOTA;
2777;DANTE HENRIQUE MANTOVANI;PMB;
2778;MAGALI RABELLO ROCHA;PDT;
2779;LUIZ CARLOS MAGESTO;SOLIDARIEDADE;
2780;MAGNO ALVES DE OLIVEIRA;AGIR;
2781;MAÍRA MACHADO RODRIGUES;PSTU;
2782;MARIA JOSÉ GARCIA RAMOS;PRTB;
2783;EDSON ROBERTO ALOISIO;PRTB;
2784;EDSON RODRIGUES CARDOSO;PP;
2785;MARCUS LEVY ANDRADE ACOSTA;UNIÃO;
2786;DIMAS MECCA SAMPAIO;PL;
2787;ADEMAR FRANCISCO MARTINS NETO;REPUBLICANOS;
2788;CARLOS RICARDO CEOLONI;PTB;
2789;TIRSO DOS SANTOS JUNIOR;AVANTE;
2790;MARIA DE LOURDES DO NASCIMENTO NUNES;SOLIDARIEDADE;
2791;MARCELO MAMBRINI;PRTB;
2792;CARLA DENISE BAPTISTA LEOPOLDO;PDT;
2793;ALAN FABRICIO DA SILVA;AVANTE;
2794;AMANDA COELHO MARZALL;PSTU;
2795;SILVIO DO CARMO CAMARGO;AGIR;
2796;MANOEL DE SOUSA COELHO JUNIOR;PMN;
2797;MANOEL LOPES FERREIRA JUNIOR;PTB;
2798;JUSSIMARA NUNES DE JESUS;AVANTE;
2799;MARCOS APARECIDO BARROS DE LIMA;PSC;
2800;MARCELA REGINA RODRIGUES DA CUNHA;PL;
2801;MARCELO THEODORO DE AGUIAR;PSC;
2802;MARCELO FORTES BARBIERI;MDB;
2803;MARCELO MENDES BINI;PRTB;
2804;MARCELO DE MELLO CASSUCCI;PDT;
2805;MARCELO COSTA DEL BOSCO AMARAL;MDB;
2806;MARCELO HERCOLIN;UNIÃO;
2807;MARCELO FERREIRA KAWATOKO;PSB;
2808;MARCELO PASQUALINO;PCO;
2809;MARCELO PEREIRA;DC;
2810;MARCELO AFONSO PIMENTA;PDT;
2811;MARCELO REINA SILIANO;PSOL;
2812;MARCELO CRISTIANO REIS;PTB;
2813;MARCELO RIBEIRO DA SILVA;PT;
2814;MARCELO DOS SANTOS ROLDAN;PSOL;
2815;MARCELO OLIVEIRA ROSADO;PTB;
2816;MARCELO SQUASSONI;REPUBLICANOS;
2817;MÁRCIA LOPES DE ARAUJO;PMN;
2818;MÁRCIA DE FÁTIMA MORAIS;PATRIOTA;
2819;MARCIA LENTZ;UNIÃO;
2820;MARCIA APARECIDA OVEJANEDA LIA;PT;
2821;MÁRCIA APARECIDA MENDES;PMN;
2822;MARCIA WALERIA NUNES DE OLIVEIRA DIAS;PMB;
2823;MARCIA REGINA QUINTANILHA;PC do B;
2824;MARCIA RAICHER;PRTB;
2825;MARCIA VALÉRIA JACINTHO AZEVEDO;PATRIOTA;
2826;MARCIA CRISTINA DOS SANTOS VENTURINI;PROS;
2827;MÁRCIA CRISTINA DA SILVA;PATRIOTA;
2828;MARCIO ANTONI SANTANA;NOVO;
2829;MARCIO AURELIO SOARES;PDT;
2830;MARCIO ALEXANDRE BARRETO;PDT;
2831;JOSE MARCIO DE CAMPOS;PTB;
2832;MARCIO PASCHOAL GIUDICIO;PODE;
2833;MARCIO DE PAULA PINHEIRO;PATRIOTA;
2834;MÁRCIO MASSAMI NAKASHIMA;PDT;
2835;MARCIO DE ALMEIDA PINO;PDT;
2836;MARCIO ROBERTO OLIVEIRA;PCO;
2837;MÁRCIO ROGÉRIO DIAS;AVANTE;
2838;MÁRCIO APARECIDO MARTINS;PP;
2839;MARCO AURÉLIO GOMES DOS SANTOS;PSDB;
2840;MARCO ANTONIO ZANONI BUENO;REPUBLICANOS;
2841;MARCO ANTONIO DE PAULA;SOLIDARIEDADE;
2842;MARCOS CORDEIRO DE SOUSA CHAVES;PATRIOTA;
2843;MARCOS ROBERTO DAMASIO DA SILVA;PL;
2844;MARCOS ESCAMES FÉLIX DA SILVA;PODE;
2845;MARCOS FERNANDO PORTELLA FONTES;UNIÃO;
2846;MARCOS PAULO TAVARES FURLAN;PODE;
2847;MARCOS ANTONIO HOMSI GARCIA;NOVO;
2848;MARCOS KOHLMANN BARBOZA;PMN;
2849;MARCOS ANTONIO GONÇALVES DA SILVA;MDB;
2850;MARCOS VINICIUS MOUTA MENDONÇA;AGIR;
2851;MARCOS TIAGO DOS SANTOS NUNES;AVANTE;
2852;MARCOS DE MATOS PALÁCIO;PROS;
2853;MARCOS JOSÉ DO VALLE;PMB;
2854;MARCOS RIBEIRO DA SILVA;PMB;
2855;MARCOS ANTONIO ZERBINI;PSDB;
2856;MARI CRISTINA BIZARI;UNIÃO;
2857;MARIA ALICE TANIGUSHI;PTB;
2858;MARIA ANGELA ABDUCH;PCO;
2859;MARIA CONSTANTINO EMIDIO;PSD;
2860;MARIA FERREIRA LIMA;AGIR;
2861;MARIA DE LOURDES SANTOS SILVA;PP;
2862;MARIA DO CARMO GUILHERME;MDB;
2863;MARIA APARECIDA DE OLIVEIRA;AGIR;
2864;MARIA EUGENIA UGUCIONE BIFFI;PDT;
2865;MARIA HELENA PASINI PEDROSO PETERNELLI;UNIÃO;
2866;MARIA LUCIA CARDOSO PINTO AMARY;PSDB;
2867;MARIA LUCINDA RESENDE;PMN;
2868;MARIA DE JESUS LOPES MARTINS SILVA;PTB;
2869;MARIANA CONTI TAKAHASHI;PSOL;
2870;MARIANA FELIX SANTOS;PSOL;
2871;MARIANA DUARTE GARCIA DE LACERDA;REDE;
2872;MARIANA NUNES DE MOURA SOUZA;PC do B;
2873;MARÍLIA CAPUTI DE BRITO;PP;
2874;MARILUCI FELICIANO DE OLIVEIRA GUEDES;PROS;
2875;MARINA MOREIRA;REDE;
2876;MARINA MEDEIROS HELOU;REDE;
2877;MARIO LACERDA SOUZA;CIDADANIA;
2878;MÁRIO MEDEIROS NETO;PSB;
2879;MARISA DOS SANTOS MENDES;PSTU;
2880;MARISSOL APARECIDA DA SILVA BARROS;SOLIDARIEDADE;
2881;MARISTELA TRINDADE;PATRIOTA;
2882;MARIZETE GOMES DE MAGALHÃES BERGAMIN;PODE;
2883;MARJORIE HOSANA CAMARGO MONTEIRO;PROS;
2884;MARCOS ANTÔNIO DE SOUZA;PSDB;
2885;MARCOS ANTONIO SERAFIM BERNARDES JUNIOR;PODE;
2886;MARLY GOMES CALDAS;PT;
2887;EDSON MARCOS DE CARVALHO;AGIR;
2888;MARCOS RIBEIRO DA COSTA;MDB;
2889;MARTA MARIA FREIRE DA COSTA;PSD;
2890;MARTIM VIEIRA FERREIRA;PMB;
2891;MAURICIO MARTINEZ;PSB;
2892;MARIA DE JESUS BUENO DA SILVA;PSOL;
2893;RONALDO AUGUSTO BRETAS MARZAGÃO JUNIOR;PATRIOTA;
2894;MATEUS JOSE DE CAMARGO STEFANI;NOVO;
2895;MATHEUS LEMES MARTINS DE ASSIS;PSOL;
2896;MATILDE FÁTIMA ALVES CANUTO;NOVO;
2897;MAURA DA SILVA BUENO SANTOS;SOLIDARIEDADE;
2898;MAURO FRANCISCO DE TOLEDO;AGIR;
2899;MARIO MAURICI DE LIMA MORAIS;PT;
2900;MAURICIO AGUIAR GIUNTINI;NOVO;
2901;MAURICIO MENNA BARRETO GASPARINI;UNIÃO;
2902;MAURICIO NOGUEIRA DIAS;REPUBLICANOS;
2903;MAURÍCIO SOUZA DOS REIS;PATRIOTA;
2904;MAURO BRAGATO;PSDB;
2905;MAURO MARQUES DAS NEVES;PODE;
2906;MAURO DA SILVA OLIVEIRA;PSD;
2907;MAURO AUGUSTO DE SOUZA;PCO;
2908;MAYA DA SILVA BASTOS;PCO;
2909;MAYARA OLIVEIRA TORRES DA SILVA;PSB;
2910;CLAUDIO ERNANI MARCONDES DE MIRANDA;REPUBLICANOS;
2911;CHUKWUEMEKA UJOR;PSD;
2912;GLACIMERE BRITTO DE OLIVEIRA PIMENTA;SOLIDARIEDADE;
2913;ADEMILSON RAMOS DA SILVA;PRTB;
2914;RODRIGO DA SILVA BANDINI;PSOL;
2915;THIAGO FELIPE NEVES;PRTB;
2916;MICHAEL RICHARD DE JESUS PEDRO;PMN;
2917;MICHAEL WILLI DA SILVA STREIDL;PRTB;
2918;MICHEL CAETANO DE ALBUQUERQUE;PROS;
2919;MICHEL RIBEIRO PAES LANDIM;DC;
2920;MICHEL LEITE VIANA;PCB;
2921;MICHELE NOVAES CANDIDO;AVANTE;
2922;MICHELLE SCOASSADO;SOLIDARIEDADE;
2923;YOSHIKO TORIGOE;DC;
2924;ROSILENE DOS SANTOS;PMN;
2925;MILTON BEZERRA FEITOZA;PSC;
2926;MILTON LEITE DA SILVA FILHO;UNIÃO;
2927;MILTON NERY NETO;PSB;
2928;MIRIAM MANETTA ALGARRA;PT;
2929;MIRIAM MARIA ANTUNES DE SOUZA;NOVO;
2930;MIRIAN DA SILVA VIEIRA;PRTB;
2931;ALMIRO RODRIGUES RIBEIRO;PRTB;
2932;MIRTES GONÇALVES QUEIROZ;PSD;
2933;MISAEL ARAUJO RODRIGUES DA SILVA;UNIÃO;
2934;ANITA DOS SANTOS TAKAIYASU;PL;
2935;MAGNA DA SILVA;PRTB;
2936;ROSANE LUCIA DE ARAUJO;PRTB;
2937;VALQUIRIA JUSTINO;PMB;
2938;DONIZETE ALVES BARBOSA;PL;
2939;MARIA JOSE DA SILVA;PSC;
2940;ANDERSON FREITAS BARBOSA PASSOS;PSB;
2941;NELSON DE ALMEIDA CHAVES;PMN;
2942;ALMIR ROGERIO DA SILVA;PT;
2943;MOACIR COVA;PSC;
2944;MOÉSIO ALVES CORREIA;AGIR;
2945;MOISES GOMES DO NASCIMENTO;PTB;
2946;FABIO BLANES;AVANTE;
2947;MONICA RAMIRES FERRAZ CURY;NOVO;
2948;MÔNICA CRISTINA SEIXAS BONFIM;PSOL;
2949;MÔNICA PRADO;PTB;
2950;ANTONIO CARLOS DE MORAES;REDE;
2951;MORGANA SIQUEIRA;AVANTE;
2952;RENAN FONSECA DA SILVA;PDT;
2953;MURILO BERBERT AVIGO FELIX;PODE;
2954;MYRIAN RAVANELLI SCANDAR KARAM;UNIÃO;
2955;NADIA AGUIAR SILVA LIMA;AVANTE;
2956;NATALINO DE JESUS;PSB;
2957;NATÁLIA BRAGA COSTA PIMENTA;PCO;
2958;NATALINO ANTONIO DA SILVA;PSDB;
2959;NAYLA DE SOUZA;PDT;
2960;SIDINEI GIRON;PTB;
2961;EDINEIA PRADO DA COSTA;PDT;
2962;NEIMAR DE ALMEIDA ORTIZ;PSD;
2963;NEIVA ANTONIA MARTINS MARQUES;PROS;
2964;NELMA APARECIDA ANDRADE SOUZA;UNIÃO;
2965;NELSON BOTELHO DA SILVA;PSTU;
2966;NELSON CLARO PAULINO;AGIR;
2967;NELSON ROBERTO GRITTI;PTB;
2968;NELSON MERRWELVELSON FERREIRA E SOUZA;AVANTE;
2969;ANGELO ROBERTO RÉSTIO;PP;
2970;RAIMUNDA GONÇALVES DOS SANTOS;PMN;
2971;GREGÓRIO MATIAS DE FREITAS;PODE;
2972;NEON DOS AFONSO CUNHA;PSOL;
2973;NERINALVA SANTOS SANTANA;AGIR;
2974;NESTOR FERREIRA DOS SANTOS;PROS;
2975;JOSÉ PEREIRA NETO;PMB;
2976;JOSE MENDES DE SOUZA NETO BOTA;PP;
2977;NEUDES RIBEIRO DE CARVALHO;PDT;
2978;NEILTON LISBOA DOS SANTOS;PROS;
2979;VANDERLEY CAVALCANTE DA SILVA;SOLIDARIEDADE;
2980;NEZINHO GONÇALVES NUNES;SOLIDARIEDADE;
2981;NEZIO ANTONIO MONTEIRO FILHO;PROS;
2982;NIQUEIAS FERREIRA BORGES;MDB;
2983;DONILZETE JOSÉ SOARES;UNIÃO;
2984;JOSÉ IVANILDO MARINHO PINHEIRO;PROS;
2985;NILDO SILVESTRE DA SILVA;PSB;
2986;JOSENILDO JOSE DE OLIVEIRA;AVANTE;
2987;NILSON DE OLIVEIRA VALIM;AVANTE;
2988;NILSON PEREIRA DE ABREU;AGIR;
2989;NILSON PEREIRA DUARTE;PSC;
2990;MARIA APARECIDA ROQUE DE OLIVEIRA;REPUBLICANOS;
2991;NOELMA DE SOUZA RODRIGUES;PMB;
2992;NOEMIA VIEIRA FONSECA;PTB;
2993;NORALDINO PIMENTA FILHO;UNIÃO;
2994;NORMANDO BARBOSA DE OLIVEIRA;PMB;
2995;OCIMAR DOS REIS OLIVEIRA;UNIÃO;
2996;ODAIR DE MOURA E SILVA;PATRIOTA;
2997;ODETE BARBOSA DA SILVA;PSC;
2998;ODETE FIORDA;NOVO;
2999;ODILIA CRISTINA SANTOS DO NASCIMENTO;DC;
3000;WALDECK RODRIGUES DE MORAES;AVANTE;
3001;JOSÉ NELSON DA SILVA;PDT;
3002;OLINDA CAETANO GARCIA;REDE;
3003;JOSÉ BERNARDO ORTIZ MONTEIRO JÚNIOR;PSDB;
3004;OSEIAS SANTOS DA SILVA;PSD;
3005;OSEIAS VIEIRA DE SOUSA;AGIR;
3006;OSMARIO SILVA;MDB;
3007;OSNI RAMOS JUNIOR;AGIR;
3008;JOSÉ OSÓRIO FILHO;PMN;
3009;OSVALDO GOMES DE LIMA;PDT;
3010;OSVALDO MARIANO DIOGO;PSTU;
3011;OSWALDO LUIZ RODRIGUES DE OLIVEIRA;AVANTE;
3012;ANDRE MARCOS DE ABREU;PSC;
3013;JOSE RICARDO VENDEMIATE;AGIR;
3014;VALDINEI CAMPELO FELIX;PTB;
3015;ADRIANO NERES DE OLIVEIRA;PDT;
3016;ANGELO SCAVASSINI NETO;PDT;
3017;RAIMUNDO FERNANDES DE PAIVA;PSD;
3018;ADILSON DOMINGOS CENSI;PODE;
3019;PÂMELA ZÉLIA PAN TONIOLO;PROS;
3020;PAMELA BARBOSA;PMN;
3021;LUIS ANTONIO PANONE;PSD;
3022;PAOLLA CATHERINE DOS SANTOS MIGUEL AGARD;PT;
3023;RENATO DA SILVA GOIS;UNIÃO;
3024;EDSON ROBERTO PARRON;PSDB;
3025;PASCOAL DOS SANTOS LIMA;AVANTE;
3026;PASCOAL LEAL DE PAULA;PRTB;
3027;ALLAN DAVID FERREIRA DE LIMA;PSC;
3028;ANDRE LUIS BUENO;PL;
3029;ANISTALDO LUIZ LOPES DA SILVA;PSC;
3030;ANTONIO CONSTANTINO OLIVEIRA;AVANTE;
3031;JOSÉ ROBERTO DE MELLO;PSC;
3032;CLAUDIO NAZARENO SOUZA DE QUEIROZ;PL;
3033;CLAUDIO SEBASTIÃO AGUIAR;PATRIOTA;
3034;JOSIAS JOSE DO NASCIMENTO;PSD;
3035;ANTÔNIO MANOEL;PSC;
3036;LUCAS MÁXIMO DE JESUS;UNIÃO;
3037;LUCIANO APARECIDO MORENO;SOLIDARIEDADE;
