cpf;nome;Partido
1069;NAZARÉ BATISTA BRAGA;PSB
1070;NEFI ANTONIO CASTRO TALES;PTB
1071;ELISANGELA VIEIRA FERREIRA;PATRIOTA
1072;JACKSON HENRIQUE DE SOUZA;PATRIOTA
1073;SIVONEI DOS SANTOS CORREIA;PMN
1074;LUCINEIA FERREIRA SANTOS COSTA;PDT
1075;SIONEIA APARECIDA DE MELLO;AGIR
1076;LUSINEIDE NEVES BARRETO;UNIÃO
1077;NEMIAS DA SILVA MOREIRA;PMB
1078;OSWALDO MARQUES CERA FILHO;PP
1079;MARIA DAS GRAÇAS PATRÍCIO;PSC
1080;NERIA LUCIO BUZATTO;UNIÃO
1081;IRINEU APARECIDO ORTOLANI;PROS
1082;NEUSA ANTONIA PERINO;PROS
1083;NEZIO ANTONIO MONTEIRO FILHO;PROS
1084;NILSON BONOME;UNIÃO
1085;NILSON ULLRICH;PSC
1086;NILTO IGNÁCIO TATTO;PT
1087;NILZA MARIA DE JESUS NOGUEIRA;PROS
1088;ORLANDO MENGATTI FILHO;PSB
1089;NOILTON SILVESTRE RAMOS;PATRIOTA
1090;NORMA ELIZA HIROKO OTANI MORATO;AVANTE
1091;NORMANDO COSTA DE ANDRADE FILHO;PSB
1092;ADEMIR CREPALDI;PRTB
1093;WALTER JOSÉ DOS SANTOS;PSB
1094;ODECIO BRAGA DE LOUREDO FILHO;UNIÃO
1095;ODILIA EXPEDITA DE SOUSA;PSC
1096;ODILON VIANA DA SILVA;DC
1097;GONZAGA MENDES DE OLIVEIRA;AGIR
1098;ORLANDO GALATI;PTB
1099;ORLANDO JOSE LIMA MOREIRA;PSC
1100;ORLANDO SILVA DE JESUS JUNIOR;PC do B
1101;ORLANDO VITORIANO DE OLIVEIRA;PT
1102;OSMAR DELLA PASCHOA JUNIOR;PMB
1103;PABLO HENRIQUE COSTA MARÇAL;PROS
1104;JOSÉ AFONSO LOBATO;PODE
1105;AIRTON DOS SANTOS;PP
1106;JOSÉ ANTONIO FERNANDES PAIVA;SOLIDARIEDADE
1107;SEBASTIAO FARIAS PAIVA;PDT
1108;MARCELO ROBERTO PAOLILLO MARTINS;PROS
1109;PASCOAL SOUZA SILVA;PP
1110;ABRAÃO GONÇALVES;PRTB
1111;AMARO MACHADO SOARES NETO;PMN
1112;ANTÔNIO JOSÉ GERALDO;PSC
1113;JOAQUIM TOMAZ DOS SANTOS;PSC
1114;JOSE RIBEIRO DE MELO;PROS
1115;MARCEL DE JESUS GARCIA;MDB
1116;MARCELO CANDIDO LOPES SIMÕES;PSC
1117;MARCO ANTONIO FELICIANO;PL
1118;PAULO MARCIO LIMA DE OLIVEIRA;MDB
1119;PAULO MARCELO SCHALLENBERGER;SOLIDARIEDADE
1120;RICARDO LIMA BRAGA SANTISTEVAN;PODE
1121;RICARDO DA SILVA SAIBRO;UNIÃO
1122;ROBSON LIMA DE OLIVEIRA;PSC
1123;RONALDO RESENDE DA SILVA;AVANTE
1124;ANA SILVIA GOES DE SOUZA;PL
1125;MARIA APARECIDA DE SOUZA MARQUES;PMN
1126;DAGMAR PEREIRA DE SOUZA MOITINHO DE LIMA CRUZ;AGIR
1127;PATRICIA SANT'ANA BORGES;PL
1128;PATRÍCIA MARIA DA SILVA;PATRIOTA
1129;PATRÍCIA MORA D'AVILA;PMN
1130;PATRÍCIA SIMÕES VEDRANO;PV
1131;PATRICIA SILVA ZANELLA;REDE
1132;MARIA PAULA BARROS DE OLIVEIRA;DC
1133;PAULA FURTADO BRUM;PP
1134;ANA PAULA TOSIN;PSC
1135;PAULO APARECIDO SILVA CAYRES;PT
1136;ANA PAULA JOSÉ EMÍDIO DA SILVA;PSC
1137;PAULO PEREIRA DA SILVA;SOLIDARIEDADE
1138;PAULO SERGIO SOARES DA SILVA;UNIÃO
1139;PAULO EDUARDO BRAZILINO;NOVO
1140;PAULO ROBERTO AMARAL VIEIRA;PODE
1141;PAULO ROBERTO DE ABREU;PMN
1142;PAULO ALEXANDRE PEREIRA BARBOSA;PSDB
1143;PAULO ATAÍDE ARAÚJO DE SOUSA;PMN
1144;PAULO BEZERRA DE MELO;PCO
1145;PAULO ROBERTO DE CAMPOS;PODE
1146;PAULO CEZAR DA SILVA MOURA;AVANTE
1147;PAULO EDUARDO DE PAULA;AGIR
1148;PAULO ROBERTO FREIRE DA COSTA;PL
1149;PAULO GUILHERMINO DE ARAUJO;PMB
1150;PAULO FRANCISCO PERES LUCAS;PSC
1151;PAULO PROIETI;NOVO
1152;PAULO ROMEIRO DE ALMEIDA SOARES;PODE
1153;LUIZ PAULO TEIXEIRA FERREIRA;PT
1154;PEDRO MAURÍCIO PEREIRA;PDT
1155;PEDRO AUGUSTO LIA TEDDE;NOVO
1156;PEDRO TOURINHO DE SIQUEIRA;PT
1157;PEDRO TADEU BATISTA;PSD
1158;PEDRO LUIS VAZ DE LIMA MATTOS;NOVO
1159;JORGE LUIS LEPINSK;MDB
1160;JOSÉ ADILSON PEREIRA DOS SANTOS;PSC
1161;CLAUDIO PERESSIM;PATRIOTA
1162;JOSÉ RIBAMAR PIAUILINO DE SOUSA;PV
1163;DIENES PEREIRA DE SOUZA;PRTB
1164;PIERPAOLO PAGANO;REPUBLICANOS
1165;CRISTIANE IGNACIO ISIDORO BRAZ;PL
1166;EDJANE LIMA DE AZEVEDO;PROS
1167;KATIA DA SILVA SASTRE;PL
1168;RENATO ARAUJO DA CRUZ;SOLIDARIEDADE
1169;POLLYANA FATIMA GAMA SANTOS;CIDADANIA
1170;JOSE EDSON DE ARAUJO JUNIOR;PSC
1171;JOSÉ EDMILSON FERREIRA DOS SANTOS;AVANTE
1172;EMERSON APARECIDO DOS SANTOS;REPUBLICANOS
1173;NIVALDO DOS SANTOS;REPUBLICANOS
1174;PAULO PRADO LEITE;PSC
1175;CLAUDIA NERYS DE OLIVEIRA;PSC
1176;ROSENILDA APARECIDA DA SILVA CRUZ;PSB
1177;OSMAR BENEDITO PRIANTE;PTB
1178;DOUGLAS VIEIRA PRIMO;NOVO
1179;PRISCILA FERNANDES HOLANDA;PRTB
1180;PRISCILA SILVA SOUZA;PODE
1181;PRISCILLA ROBERTA GASPAR DE OLIVEIRA;PSC
1182;ANA LUIZA HATIKIAN NEGRAO PASSOS;NOVO
1183;MARIA CONCEIÇÃO DE OLIVEIRA SOUZA BARCELETE;AVANTE
1184;ODAIR JOSÉ DE JESUS;AVANTE
1185;FÁTIMA MAGALHÃES DE OLIVEIRA;AVANTE
1186;JACQUELINE MOREIRA DOS SANTOS ALMEIDA;AVANTE
1187;JOSÉ LUIZ SILVEIRA FILHO;PSC
1188;PAULA APARECIDA CARVALHO;PSOL
1189;RENATO BESCHIZZA VALENTIN;PCB
1190;RODNEY VICENTE DE SOUZA;MDB
1191;WAGNER BARBOSA;AVANTE
1192;WALTER VICIONI GONÇALVES;MDB
1193;REYNALDO CAMPANATTI PEREIRA;AGIR
1194;JANDIRA DE MENEZES CREPALDI;UNIÃO
1195;MARCO ANTONIO VILLA;CIDADANIA
1196;PAULO RAMOS BORGES PINTO VIOLARO;NOVO
1197;JOSE DOMINGOS RIZZO;SOLIDARIEDADE
1198;ROMULO APARECIDO SENNA DE SOUZA;AGIR
1199;SANDERSON RIBEIRO CORREIA DE LIMA;PRTB
1200;LUCIANE SANDRA CAMBUIM;AGIR
1201;ADELINO FRANCISCO DE OLIVEIRA;PT
1202;JOSE ANDRE FERNANDES;NOVO
1203;ARMANDO BEGA;PL
1204;CLEITON FREITAS DE ARAUJO;PSB
1205;DEIVERSON DIEGO AMARANTE;PROS
1206;DOUGLAS MARTINS IZZO;PT
1207;EDEVALDO DONIZETTI DE CAMPOS;REDE
1208;FERNANDO ANTONIO MARCELO;SOLIDARIEDADE
1209;HENI OZI CUKIER;PODE
1210;JEFFERSON RIPI DA SILVA;PROS
1211;JUVENAL DE AGUIAR PENTEADO NETO;PT
1212;LEONARDO ALEX DOS SANTOS;PP
1213;LUCIANO DA SILVA;PODE
1214;LUZIMAR RODRIGUES DA SILVA;PSB
1215;MARCOS APARECIDO VARGAS;PP
1216;OSVALDO MACEDO NEGRÃO;PTB
1217;REINALDO FRANCO DE SOUZA;PT
1218;RICARDO URIZZI CARVALHO;PSOL
1219;ROBERTO DE PAULA SOUZA;AGIR
1220;RONAN ALOISIO GOULART;SOLIDARIEDADE
1221;SILVIO NIVALDO;AVANTE
1222;TIAGO DOS SANTOS LIRA;PATRIOTA
1223;ANA ALICE FERNANDES DE ALMEIDA;PODE
1224;ELIANA BERTA FERNANDES CORRAL;PL
1225;CATIA NUNES DE ABREU;PL
1226;DAISE MARIA PEREIRA SILVA;PTB
1227;GABRIELA GUERRERO ARIONE;PSTU
1228;KÁTIA SILVA DE OLIVEIRA;PT
1229;EDILAINE DANIEL CARVALHO;SOLIDARIEDADE
1230;MARIA CÉLIA RODRIGUES PACHECO;PODE
1231;NOEMI MACHADO DE ALMEIDA;PROS
1232;PAULA DANIELA DE JESUS;PATRIOTA
1233;MARIA RACHEL OLIVEIRA BONFIM;PROS
1234;SUELY APARECIDA ANTONIO;MDB
1235;TEREZINHA MARIA DOS SANTOS;PSB
1236;VERA LUCIA GOMES FERREIRA PALMEZANO;PSDB
1237;MARCOS ANTONIO LELIS MOREIRA;AVANTE
1238;RAFAEL ANGELO ABUD;PATRIOTA
1239;RAFAEL DOS ANJOS SILVA;NOVO
1240;RAFAEL CARLOS LABIAPARI GOMES;PATRIOTA
1241;RAFAEL ANTONIO DE SOUZA;PDT
1242;RAFAEL ALMEIDA PRADO VALENTIM;PTB
1243;RAIMUNDO NONATO PEREIRA DOS SANTOS;PRTB
1244;RALF SANTOS NAURE;PV
1245;RAMIRO ALVES DA ROCHA CRUZ JUNIOR;PL
1246;SEVERINO DOS RAMOS SANTOS SILVA;AGIR
1247;RAQUEL VIEIRA DOS SANTOS;UNIÃO
1248;RAUL CAMPOS NASCIMENTO;PSOL
1249;REBECA GADI TEIXEIRA DA SILVA;REPUBLICANOS
1250;MARIA REGINA LEME PRADO;PSDB
1251;MARIA REGINA MENDES FERREIRA;PDT
1252;MARIA REGINA GONÇALVES;PV
1253;REGINA APARECIDA DOS SANTOS SILVA;PROS
1254;REGINALDO ARAUJO SENA;SOLIDARIEDADE
1255;REINALDO DE SOUZA ALGUZ;UNIÃO
1256;REINALDO MONTEIRO DA SILVA;UNIÃO
1257;REINALDO GUIMARÃES MOTA;PATRIOTA
1258;REINALDO ADRIANO DO CARMO;PMN
1259;RENAN ELIAS GODINHO;PODE
1260;RENATA HELLMEISTER DE ABREU MELO;PODE
1261;RENATA BANHARA PEIXOTO MARCONDES;REPUBLICANOS
1262;RENATA ODETTE DE MELLO;PODE
1263;RENATA CARVALHO RIBEIRO GIMENEZ;PRTB
1264;RENATA SIMONETTI ALVES MARCHETTI;REPUBLICANOS
1265;RENATO RAMOS DE SOUZA;PSB
1266;RENATO BENEDUCI ASSAD;PSTU
1267;RENATO MOTTA BICUDO GUIMARÃES E SILVA;NOVO
1268;RENATO DISSEI;PP
1269;RENATO CARVALHO DONATO;PSB
1270;RENATO TADEU DE OLIVEIRA PAIVA;PSD
1271;RENATO TAMAIO DE SOUZA;PTB
1272;RENATO TAROCO;REPUBLICANOS
1273;RENE ROSA;AGIR
1274;JOSÉ ANTONIO DE GÓES FILHO;PATRIOTA
1275;RIBAMAR ANTONIO DA SILVA;PSD
1276;RICARDO PEREIRA DO CARMO;PROS
1277;RICARDO DE DEUS ANDRADE;AGIR
1278;RICARDO DUREGGER;PROS
1279;RICARDO FASSIO CAVALCANTE CUNHA;AGIR
1280;RICARDO MAGNUS OSÓRIO GALVÃO;REDE
1281;RICARDO HOLZ VIDAL DOS SANTOS;PODE
1282;RICARDO IZAR JUNIOR;REPUBLICANOS
1283;RICARDO KANAAN MARIANO DE ALMEIDA;MDB
1284;RICARDO BRUNO MELENCHON;PV
1285;RICARDO JORGE MUTRAN;PP
1286;RICARDO DE CAMPOS RAMOS;NOVO
1287;RICARDO DE AQUINO SALLES;PL
1288;RICARDO AUGUSTO MACHADO DA SILVA;PSD
1289;JOSÉ RICARDO ALVARENGA TRIPOLI;PSDB
1290;RICARDO GUILGER DE LIMA;PMB
1291;RICHARD PORTO DE ROSA;PSDB
1292;RITA DE CASSIA BORGES DOS SANTOS GUEDES;PL
1293;RITA DE CASSIA TRINCA PASSOS;REPUBLICANOS
1294;RIVALDO DOS SANTOS SILVA;PCO
1295;RIVANDA OLIVEIRA RIELI;PSB
1296;ROSÂNGELA MARIA RIZZOLO CAMOLESE;PSDB
1297;ROSANGELA CARDOSO;PMB
1298;ROBERTA CRISTINA RONCADA GASPAR;PTB
1299;ROBERTA KELLY SILVA FLORENCIO;DC
1300;ROBERTO MOREIRA DE SOUZA;CIDADANIA
1301;BENEDITO ROBERTO ALVES FERREIRA;REPUBLICANOS
1302;EUCLIDES ROBERTO FERREIRA;PODE
1303;JOÃO ROBERTO TRINDADE;PRTB
1304;ROBERTO ALVES DE LUCENA;REPUBLICANOS
1305;ROBERTO PIRES;REPUBLICANOS
1306;ROBERTO RUFCA DE OLIVEIRA;MDB
1307;ROBSON DE LIMA;AGIR
1308;ROBSON INACIO GOMES;AGIR
1309;ROBSON JOSE DOS SANTOS;SOLIDARIEDADE
1310;ROBSON SILVÉRIO DA SILVA;PSOL
1311;JOSÉ EDINALDO DE OLIVEIRA;PATRIOTA
1312;RODOLFO FRANCISCO DE SOUZA;PSC
1313;ADEMIR RODRIGO DA LUZ;AGIR
1314;RODRIGO ANTONIO DE AGOSTINHO MENDONÇA;PSB
1315;RODRIGO PIERNAS ANDOLFATO;PTB
1316;RODRIGO ALMEIDA PASSOS;PSB
1317;RODRIGO GAMBALE VIEIRA;PODE
1318;RODRIGO ANDRADE BENUZZI DA LUZ;NOVO
1319;RODRIGO ADRIANO DA SILVA;UNIÃO
1320;RODRIGUES MARQUES DE FIGUEIREDO;PSC
1321;RODRIGO TAVANO;NOVO
1322;RODRIGO TAVARES DA SILVA;PRTB
1323;AIRTON RODRIGUES DE OLIVEIRA;PMN
1324;ROGE BAUDICHON;PP
1325;ROGERIA MARIA DE FREITAS;PP
1326;ROGÉRIO DOS SANTOS GOMES;PRTB
1327;ROGERIO XAVIER FRANÇA;PSC
1328;ROGÉRIO COELHO GRAFT;PATRIOTA
1329;ROGÉRIO DE JESUS PAES;AVANTE
1330;ROGERIO STRACIALANO PARADA;PRTB
1331;ROGÉRIO BATTISTETTI MARTINS RODRIGUES;AVANTE
1332;JOÃO ROGÉRIO RODRIGUES VICARI;PSDB
1333;ROMÉRIO MOURA DA FONSECA;PROS
1334;ROMÁRIO SANTOS ALVES;PMN
1335;RONALDO PEREIRA COSTA;PATRIOTA
1336;RONEY CARLOS CARDOSO;AVANTE
1337;ROSA ALVES CARDOSO;PODE
1338;ROSALINA SONIA DOS SANTOS;PL
1339;MARIA ROSA GUSMÃO RODRIGUES;PATRIOTA
1340;ROSANA DE OLIVEIRA VALLE;PL
1341;ROSANGELA MARIA WOLFF DE QUADROS MORO;UNIÃO
1342;ROSÂNGELA SILVA DOS SANTOS;PT
1343;ROSANGELA DA SILVA BATISTA;AVANTE
1344;ROSELI DE PAULA SILVA DE SOUZA;AVANTE
1345;ROSEMEIRE MARQUES RIBEIRO ARCHANGELO;PSOL
1346;ROSEMEIRE SANTIAGO;PRTB
1347;ROSEMEIRE MARTINS DE CARVALHO;PTB
1348;ROSSIELI SOARES DA SILVA;PSDB
1349;WAGNER RUBINELLI;PSB
1350;RUBENS DE ALMEIDA;AVANTE
1351;RUBENS ALBERTO GATTI NUNES;UNIÃO
1352;RUI GOETHE DA COSTA FALCÃO;PT
1353;SILVINO ROQUE NETO;PMN
1354;RUTE APARECIDA LEITE RIPARI;PDT
1355;EDUARDO DADE SALLUM;PT
1356;SALOMÃO PEREIRA DA SILVA;PL
1357;SÂMIA DE SOUZA BOMFIM;PSOL
1358;SAMUEL DE OLIVEIRA BARBOSA;PP
1359;SAMUEL MOREIRA DA SILVA JUNIOR;PSDB
1360;EDUARDO SANASSAR FONSECA;UNIÃO
1361;SANDRA CAMARINHO DE MACEDO;NOVO
1362;SANDRA APARECIDA MADEU IDA;PT
1363;SANDRA CRISTINA DOS SANTOS SOARES;PSB
1364;ALEXSANDRE SANTOS RAMOS;SOLIDARIEDADE
1365;ALEXSSANDRO BUSSOLA;PSDB
1366;ALESSANDRO SOUSA DA SILVA;PROS
1367;SANDRO FERREIRA DE SOUZA;PMN
1368;RAFAEL PACHECO ALQUEZAR;PSOL
1369;SARA JANE RONCOLATO ZANETTI;REDE
1370;FRANCISCO ALEXANDRE FILHO;PODE
1371;LUIS ANTONIO DE LIMA CLEMENTE;UNIÃO
1372;LUIZ EDUARDO DAMASCENO;PRTB
1373;ELAINE CRISTINA DO NASCIMENTO;REPUBLICANOS
1374;FÁBIO AUGUSTO PESCINELLI;PROS
1375;EDSON FAGUNDES DE OLIVEIRA;PMB
1376;ISRAEL NANTES SANTOS;PP
1377;NELIO FERNANDO DOS REIS;PTB
1378;JOÃO BATISTA DE OLIVEIRA;PSDB
1379;RICARDO DA CRUZ FERNANDES;PL
1380;PAULO ROBERTO ROSENO JUNIOR;PRTB
1381;ANDERSON ALVES SIMÕES;AVANTE
1382;WASHINGTON LUIZ BEZERRA DA SILVA;PRTB
1383;SAULO GOES DE ALBUQUERQUE;AGIR
1384;SAULO PEDROSO DE SOUZA;PSD
1385;SELMA RODRIGUES DANTAS MUNHOZ;PTB
1386;SELMA SANTOS GAMA MARTINS;PROS
1387;ROBERTO SELMER JÚNIOR;DC
1388;SERGIO ROBERTO RIBEIRO DOS SANTOS;PSB
1389;SERGIO NASCIMENTO DE CAMARGO;PL
1390;SERGIO KHODOR CURY;PATRIOTA
1391;SÉRGIO DA SILVA GRILLO;REDE
1392;SÉRGIO AUGUSTO SILVA;PATRIOTA
1393;SEVERINO FRANCISCO DA COSTA;PSB
1394;SIDNEY JOTA CARNEIRO;PRTB
1395;SIDNEY LUIZ DA CRUZ;SOLIDARIEDADE
1396;SIDNEY CARVALHO ELIAS;NOVO
1397;SILVANA MENK PINTO;PTB
1398;SILAS ALVES FEITOSA;PRTB
1399;SILÉA BENEDETTI DE MACEDO PEDROSO;SOLIDARIEDADE
1400;SILVANA MENDES MUSQUEIRA;PSC
1401;SILVIA MIRANDA NAGATA;PODE
1402;SILVIA SAMPAIO SALES SANTOS;PSDB
1403;MARIA JOSE DA SILVA;PSC
1404;SILVIO EDUARDO CONEGLIAM PECCIOLI;PSD
1405;SILVIO FELIX DA SILVA;UNIÃO
1406;SILVIO ROBERTO SEIXAS REGO;PTB
1407;SIMONE LOPES BETINI;PP
1408;SIMONE APARECIDA CURRALADAS DOS SANTOS;MDB
1409;SIMONE CRISTINA SOUZA;PCO
1410;SIMONY CRISTINA TEIXEIRA DOS ANJOS;PSOL
1411;APARECIDO RODRIGUES DE SIQUEIRA;PRTB
1412;SIRLEI SIKORSKI;REPUBLICANOS
1413;SOLANGE DE SOUZA;PMN
1414;SOLANGE DE CÁSSIA MORAES;PP
1415;SOLANGE ELIZABETH DOS SANTOS DORTA;PDT
1416;SOLANGE APARECIDA FERREIRA DOS SANTOS;AGIR
1417;JOSÉ AUGUSTO FERREIRA;DC
1418;MARCELO HENRIQUE SILVA;SOLIDARIEDADE
1419;SONIA MARIA DELFINO;PSDB
1420;SÔNIA BONE DE SOUSA SILVA SANTOS;PSOL
1421;SONIA MARIA GUERREIRO PAZINI;PTB
1422;SÔNIA MELHADO DE MORAIS;AGIR
1423;SONILDA SOARES CONSTANTINO DE OLIVEIRA;PMN
1424;STELA MARIA ATANÁZIO;DC
1425;STEVEN SANTOS DE LIMA;PMB
1426;PATRICIA SIQUEIRA NERI;PATRIOTA
1427;SUELEN DE SOUZA LAZARINI;NOVO
1428;SUELI ALVES;PSOL
1429;SUELI DOS SANTOS SILVA BARBOSA;AGIR
1430;SUSANA LAMBERT DE BRITO SILVA;PSD
1431;SUSANNA DO VAL MOORE;PSD
1432;SUZANA PIROZI ADERNE;PMN
1433;SUZECLEA SOUZA SANTOS;PRTB
1434;SYLVIO MALHEIRO JUNIOR;PTB
1435;SYLVIO MACEDO SOARES JUNIOR;PMN
1436;SYMMY LARRAT BRITO DE CARVALHO;PT
1437;TABATA CLAUDIA AMARAL DE PONTES;PSB
1438;ELIAS TADEU NOGUEIRA DE OLIVEIRA;PMB
1439;TAINÁ GUIMARÃES MIRANDA;PRTB
1440;TAIS ANTEZANA PACHECO;NOVO
1441;TAKAHARU YAMAUCHI;MDB
1442;TALMA CRISTINA NONAKA;PSD
1443;TAMIRES GOMES SAMPAIO;PT
1444;TANDARA ALVES CAIXETA;MDB
1445;TANIA CRISTINA MARTINS SILVA;SOLIDARIEDADE
1446;CARLOS TARCISIO PAULO;PDT
1447;ELISANGELA RODRIGUES DA SILVA;PMN
1448;TATIANE SOARES DA SILVA;PMB
1449;TATIANA LIMA SCHIMIGUEL;SOLIDARIEDADE
1450;ANA MARIA DE GOUVÊA;PSB
1451;DOMINGOS LUCIO FLEMING GALILEU DE VASCONCELOS;REPUBLICANOS
1452;TELMA GIMENEZ LOUREIRO;PDT
1453;LUIZ DE ALBUQUERQUE FERREIRA;PATRIOTA
1454;MOSART ARAGÃO PEREIRA;PL
1455;JOSE CICERO DE OLIVEIRA;AGIR
1456;PAULO SUSSUMU KOBAYASHI;PTB
1457;MARIA TERESA SELBACH EYMAEL;DC
1458;ESTHEFANIA ROBERTA DE OLIVEIRA;PSOL
1459;THAIS ALBERTINA DA CRUZ;PRTB
1460;THAIS RABELLO SILVA;PSTU
1461;THAISE DIAS LIMA DE SOUZA;PROS
1462;THALIA SILVA DE FARIA;PP
1463;RAUL THAME DE TOLEDO ALMEIDA;PV
1464;BRAZ HENRIQUE TELES;REDE
1465;THEREZA CHRISTINA FARIA LIMA;PATRIOTA
1466;THIAGO DOS REIS PEREIRA DOS SANTOS;PT
1467;THIAGO HENRIQUE DA SILVA DORIGAN;PSC
1468;THIAGO IMBERNOM;NOVO
1469;THIAGO JOSÉ ISOLA;AVANTE
1470;THIAGO BONFIM DE OLIVEIRA;NOVO
1471;THIAGO DE AZEVEDO LOPES FONSECA;PSD
1472;CATARINA SANTOS BRIOZO;PP
1473;RAQUEL BARBOSA DOS SANTOS;PSDB
1474;TIAGO RAMOS DE CAMPOS;PP
1475;TIAGO SOUZA GUEDES;PRTB
1476;TIAGO PIRES;PCO
1477;JOSE SEBASTIÃO LEANDRO DOS SANTOS;PMN
1478;ANA CRISTINA ELIAS LOURENÇO;UNIÃO
1479;VALTER SANTIAGO;PSC
1480;FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA;PL
1481;ANTONIO DONIZETE LIMA DE ALENCAR;PROS
1482;ANTONIO CARLOS TONINI;AGIR
1483;ANTONIO PEREIRA DOS SANTOS;PP
1484;TONY VINICIUS DE OLIVEIRA;NOVO
1485;ANTONIO CARLOS DE SOUZA SANTANA;PP
1486;ULISSES HENRIQUE MATIAS COSTA;PATRIOTA
1487;URIÃ FANCELLI BAUMGARTNER;PODE
1488;CÃNDIDO ELPÍDIO DE SOUZA VACCAREZZA;AVANTE
1489;VAGNER BERTI;PTB
1490;VAGNER JOSE DOS SANTOS;REPUBLICANOS
1491;VALDETE GOMES DUTRA PEREIRA;PODE
1492;VALDECI ANTONIO DE PROENÇA;PODE
1493;VALDINEI MARCELINO LIMA;PSD
1494;PAULO JORGE VALENTIM;AVANTE
1495;VALÉRIA MEIRELLES MONTEIRO;PSD
1496;VALTER FRANCISCO BRITO;PROS
1497;VALTER ALCANTARA ROSSI;PMB
1498;VANDERCI EDUARDO PEREIRA;PSC
1499;VANDERLEI MACRIS;PSDB
1500;VANESSA ARAUJO;PDT
1501;VANESSSA FERREIRA MARCELO LAURINDO;PSB
1502;VANESSA FERREIRA GOMES;PL
1503;VANIA DA PAIXÃO LANA ONWUDIWE;REPUBLICANOS
1504;VÂNIA REGINA RIBEIRO;PROS
1505;LUIZ ANTÔNIO VASSOLER;PSC
1506;VALDEMAR SILVA;PTB
1507;EMERSON VIRGILIO VENANCIO;AGIR
1508;ALEXANDRE GLUSKOSKI VENEGAS;PSDB
1509;DIUMIRA CARDOSO DE LIMA;PODE
1510;VERA LÚCIA SANTOS DE FRANÇA;AGIR
1511;VERA LUCIA SERVONE PINTO;PTB
1512;CESAR FERREIRA LONGARES;DC
1513;WILSON GRASSI JÚNIOR;PV
1514;VICENTE PAULO DA SILVA;PT
1515;VILMA MARQUES RIBEIRO;PRTB
1516;VINICIUS RAPOZO DE CARVALHO;REPUBLICANOS
1517;VINICIUS MANGABEIRA CARINI;NOVO
1518;VINICIUS MARCHESE MARINELLI;PSD
1519;VINICIUS SAUDINO DE MORAES;PSD
1520;VERGINIA ALVES PEREIRA;PMB
1521;VITOR LIPPI;PSDB
1522;VITOR NARESSI NETTO;UNIÃO
1523;ELISA VITÓRIA OLIVEIRA CABARITI;DC
1524;VIVIANE SOARES DE OLIVEIRA ALVES;UNIÃO
1525;VIVIANE BERGAMO MORGERO;PTB
1526;VIVIANE RODRIGUES DA SILVA AUGUSTO;AGIR
1527;VLADIMIR FRANCISCHINELLI ARRUDA LEITE;NOVO
1528;VLADIMIR PINHEIRO SAFATLE;PSOL
1529;WAGNER OCIMAR BALIEIRO;PT
1530;WAGNER PEREIRA DA SILVA;PRTB
1531;WALDEMIR APARECIDO SOARES JUNIOR;PSTU
1532;WALTECY ALVES DOS SANTOS;PSOL
1533;WALTER DE BARROS;AVANTE
1534;WALTER FERNANDES DA SILVA;NOVO
1535;WALTER SHINDI IIHOSHI;PSD
1536;WALTER JOSÉ DA SILVA;PODE
1537;WANESSA SOUSA BOMFIM;PODE
1538;WASHINGTON DA SILVA SANTOS;PSC
1539;WELDER DOUGLAS DA SILVA;PTB
1540;WELLER PEREIRA GONÇALVES;PSTU
1541;WESLEY CASA FORTE MARIANO;PSB
1542;WESLEY LEONARDO CEZAR;PDT
1543;WESLEY RENATO DE OLIVEIRA SOUZA;PL
1544;WILLIAM GABRIEL CALLEGARO;PSB
1545;WILLIAM SILVA DAS MERCES;PSB
1546;WILSON KEIITI HAYASHIDA;PRTB
1547;WILSON CALDEIRA PAIVA;PDT
1548;WILSON JOÃO DA TRINDADE;PROS
1549;AMÉRICO ALEXANDRE CIANFARANI XAVIER;PDT
1550;NELSON XIMENES JUNIOR;PSB
1551;YAN LOPES DE ALMEIDA;PSC
1552;YARA DE SOUZA LIMA;PMN
1553;JOSE WANDERLEY DE ANDRADE;PODE
1554;JOSÉ ROBERTO CAMARGO;PRTB
1555;JOSÉ PAULO DE MENDONÇA LEMOS;AGIR
1556;JOSÉ AZEVEDO PIRES;PRTB
1557;JOSE SILVA MIGUEL JUNIOR;AVANTE
1558;JOSÉ ADÃO DA COSTA;UNIÃO
1559;JOSE PAULINO DE SOUZA JUNIOR;SOLIDARIEDADE
1560;JOSE GERALDO DE CARVALHO;AGIR
1561;MARIA JOSÉ DOS SANTOS CHAVES;PSB
1562;REGINALDO CAMILO DOS SANTOS;PT
1563;JOSÉ BARBOSA DA SILVA;PP
1564;WILLIAM DE SOUZA SILVA;AVANTE
1565;RUZINON SILVA;PATRIOTA
1566;ZULEICA MADALENA SANTORO;PODE
